schema,table,category,family,reason,sourceEvidence,exclusionBasis,ownership
public,ie_initiative_card_selection,EXPORT,INITIATIVE_CANONICAL,Canonical initiative state and immutable governance receipts are tenant-owned records with explicit lineage and owner rules.,server/src/services/organizationExportCanonicalContract.ts,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ie_initiative_card_versions,EXPORT,INITIATIVE_CANONICAL,Canonical initiative state and immutable governance receipts are tenant-owned records with explicit lineage and owner rules.,server/src/services/organizationExportCanonicalContract.ts,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ie_outbox_delivery_receipts,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiativeExecutionOutboxConsumer.ts:72; SQL_FROM server/src/services/initiativeExecutionOutboxConsumer.ts:81,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ie_outbox_events,EXPORT,INITIATIVE_CANONICAL,Canonical initiative state and immutable governance receipts are tenant-owned records with explicit lineage and owner rules.,server/src/services/organizationExportCanonicalContract.ts,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,imported_reports,EXPORT,REPORTING,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/reportImportService.ts:390; SQL_UPDATE server/src/services/reportImportService.ts:1592; SQL_UPDATE server/src/services/reportImportService.ts:1822; SQL_UPDATE server/src/services/reportImportService.ts:1839; SQL_UPDATE server/src/services/reportImportService.ts:1876,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,inbox_ai_eval_golden_set,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/my-work.routes.ts:8819; SQL_FROM server/src/routes/my-work.routes.ts:8800; SQL_FROM server/src/routes/my-work.routes.ts:8852,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,inbox_ai_eval_runs,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/my-work.routes.ts:8920; SQL_FROM server/src/routes/my-work.routes.ts:8951,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,inbox_ai_triage_config,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/inboxEnterpriseService.ts:601; SQL_FROM server/src/services/inboxEnterpriseService.ts:585,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,inbox_ai_triage_log,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/inboxEnterpriseService.ts:470; SQL_UPDATE server/src/services/inboxEnterpriseService.ts:505; SQL_UPDATE server/src/services/inboxEnterpriseService.ts:533; SQL_UPDATE server/src/services/inboxEnterpriseService.ts:570; SQL_FROM server/src/services/inboxEnterpriseService.ts:499,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,inbox_connector_items,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/webhooks/inbox.routes.ts:111; SQL_INSERT_INTO server/src/services/inboxEnterpriseService.ts:62; SQL_UPDATE server/src/services/inboxEnterpriseService.ts:115; SQL_FROM server/src/services/inboxEnterpriseService.ts:84; SQL_FROM server/src/services/inboxEnterpriseService.ts:135,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,inbox_routing_rules,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/my-work.routes.ts:9028; SQL_INSERT_INTO server/src/services/inboxEnterpriseService.ts:155; SQL_UPDATE server/src/services/inboxEnterpriseService.ts:235; SQL_DELETE_FROM server/src/services/inboxEnterpriseService.ts:243; SQL_FROM server/src/routes/my-work.routes.ts:9004,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_ai_blueprints,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiativeGovernanceService.ts:405; SQL_UPDATE server/src/services/initiativeGovernanceService.ts:549; SQL_UPDATE server/src/services/initiativeGovernanceService.ts:621; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:1876; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:2080,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_benefits,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/benefitsRegisterService.ts:185; SQL_INSERT_INTO server/src/services/executionResultsBridge.ts:125; SQL_INSERT_INTO server/src/services/executionResultsBridge.ts:225; SQL_UPDATE server/src/routes/v8/results.routes.ts:4324; SQL_UPDATE server/src/routes/v8/results.routes.ts:4368,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_budget_items,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:4973; SQL_INSERT_INTO server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:221; SQL_INSERT_INTO server/src/routes/budget.routes.ts:125; SQL_UPDATE server/src/controllers/InitiativeController.ts:5061; SQL_UPDATE server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:229,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_budgets,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.initiative_budgets ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,initiative_candidates,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:1136; SQL_INSERT_INTO server/src/services/initiative/initiativeCandidateService.ts:633; SQL_INSERT_INTO server/src/services/initiative/initiativeCandidateService.ts:1111; SQL_UPDATE server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:1190; SQL_UPDATE server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:1276,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_closure_evidence,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeClosureService.ts:517; SQL_FROM server/src/routes/pmo/initiativeClosure.routes.ts:180; SQL_FROM server/src/services/initiative/initiativeClosureService.ts:451; SQL_FROM server/src/services/initiative/initiativeClosureService.ts:486; SQL_FROM server/src/services/initiative/initiativeClosureService.ts:551,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_closure_requests,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeClosureService.ts:281; SQL_UPDATE server/src/services/initiative/initiativeClosureService.ts:770; SQL_UPDATE server/src/services/initiative/initiativeClosureService.ts:806; SQL_UPDATE server/src/services/initiative/initiativeClosureService.ts:869; SQL_UPDATE server/src/services/initiative/initiativeClosureService.ts:1166,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_comments,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:7236; SQL_DELETE_FROM server/src/controllers/InitiativeController.ts:7282; SQL_FROM server/src/controllers/InitiativeController.ts:7185; SQL_FROM server/src/controllers/InitiativeController.ts:7263; SQL_FROM server/src/services/v8/planningPortfolioReadService.ts:839,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_decision_links,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.initiative_decision_links reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,initiative_dependencies,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:2420; SQL_INSERT_INTO server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:1635; SQL_INSERT_INTO server/src/services/demo/demoSeedService.ts:2543; SQL_DELETE_FROM server/src/controllers/InitiativeController.ts:2470; SQL_DELETE_FROM server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:1630,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_drafts,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.initiative_drafts reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,initiative_feature_flags,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.initiative_feature_flags ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,initiative_gate_ai_events,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.initiative_gate_ai_events ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,initiative_gate_roles,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:6364; SQL_INSERT_INTO server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:362; SQL_DELETE_FROM server/src/controllers/InitiativeController.ts:6351; SQL_DELETE_FROM server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:359; SQL_FROM server/src/controllers/InitiativeController.ts:6228,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""initiative_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""initiatives""}]}"
public,initiative_governance_gates,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiativeGovernanceService.ts:652; SQL_UPDATE server/src/services/initiativeGovernanceService.ts:742; SQL_FROM server/src/services/initiativeGovernanceService.ts:670; SQL_FROM server/src/services/initiativeGovernanceService.ts:681,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_handoffs,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/stageHandoffService.ts:304; SQL_FROM server/src/services/initiative/initiativeTransitionConditions.ts:135,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_history,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.initiative_history reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,initiative_intangible_assets,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:5391; SQL_UPDATE server/src/controllers/InitiativeController.ts:5466; SQL_DELETE_FROM server/src/controllers/InitiativeController.ts:5517; SQL_FROM server/src/controllers/InitiativeController.ts:5345; SQL_FROM server/src/services/v8/planningPortfolioReadService.ts:1389,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_kpi_mappings,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/benefits.routes.ts:1437; SQL_INSERT_INTO server/src/routes/v8/results.routes.ts:1188; SQL_INSERT_INTO server/src/services/initiative/initiativeKpiAssignmentService.ts:465; SQL_DELETE_FROM server/src/routes/benefits.routes.ts:467; SQL_DELETE_FROM server/src/routes/benefits.routes.ts:1464,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_kpis,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/agentMigrationsIdempotencyRealDbProof.ts:110; SQL_INSERT_INTO server/src/services/health/healthProbeService.ts:859; SQL_INSERT_INTO server/src/services/results/kpiDefinitionService.ts:344; SQL_UPDATE server/src/services/initiative/initiativeKpiAssignmentService.ts:866; SQL_UPDATE server/src/services/results/kpiDefinitionService.ts:403,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_lifecycle_gate_decisions,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeLifecycleGateDecisionService.ts:465; SQL_UPDATE server/src/scripts/t01InitiativeGateDecisionRealDbProof.ts:313; SQL_DELETE_FROM server/src/scripts/t01InitiativeGateDecisionRealDbProof.ts:322; SQL_FROM server/src/scripts/t01InitiativeGateDecisionRealDbProof.ts:361; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:2557,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_linked_items,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.initiative_linked_items ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,initiative_milestone_dependencies,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/blueprintService.ts:392,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_milestones,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:3916; SQL_INSERT_INTO server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:266; SQL_INSERT_INTO server/src/routes/pmo/initiatives.routes.ts:1865; SQL_INSERT_INTO server/src/scripts/u03OwnerBackedExecutionRealDbProof.ts:7; SQL_INSERT_INTO server/src/services/blueprintService.ts:357,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_profile_update_receipts,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeProfileService.ts:115; SQL_FROM server/src/services/initiative/initiativeProfileService.ts:76,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_rebaseline_log,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:1504; SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:4191; SQL_INSERT_INTO server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:297,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_resources,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:4609; SQL_INSERT_INTO server/src/domain/initiatives-execution/postgresMaterialCommandUnitOfWork.ts:322; SQL_INSERT_INTO server/src/services/blueprintService.ts:433; SQL_INSERT_INTO server/src/services/initiativeGovernanceService.ts:529; SQL_UPDATE server/src/controllers/InitiativeController.ts:4817,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_schedule_baselines,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeTransitionService.ts:1042; SQL_FROM server/src/controllers/InitiativeController.ts:4355; SQL_FROM server/src/controllers/InitiativeController.ts:4397; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:2562; SQL_JOIN server/src/services/signals/rules/execution/initiativeNoBaseline.ts:22,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_section_types,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiativeSectionTypeService.ts:153; SQL_UPDATE server/src/services/initiativeSectionTypeService.ts:267; SQL_UPDATE server/src/services/initiativeSectionTypeService.ts:285; SQL_FROM server/src/services/initiativeSectionTypeService.ts:91; SQL_FROM server/src/services/initiativeSectionTypeService.ts:122,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_stakeholders,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:5663; SQL_DELETE_FROM server/src/controllers/InitiativeController.ts:5756; SQL_FROM server/src/controllers/InitiativeController.ts:5553; SQL_FROM server/src/controllers/InitiativeController.ts:5746; SQL_FROM server/src/routes/v8/my-work.routes.ts:2402,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""initiative_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""initiatives""}]}"
public,initiative_status_history,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeTransitionService.ts:1567; SQL_INSERT_INTO server/src/services/initiative/initiativeTransitionService.ts:2158; SQL_FROM server/src/controllers/InitiativeController.ts:7108; SQL_FROM server/src/controllers/InitiativeController.ts:7137; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:2559,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_suggested_changes,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/suggestedChangesService.ts:121; SQL_UPDATE server/src/services/initiative/suggestedChangesService.ts:189; SQL_FROM server/src/services/initiative/suggestedChangesService.ts:139; SQL_FROM server/src/services/initiative/suggestedChangesService.ts:156; SQL_FROM server/src/services/initiative/suggestedChangesService.ts:182,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_templates,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/blueprintService.ts:614; SQL_INSERT_INTO server/src/services/blueprintService.ts:619; SQL_INSERT_INTO server/src/services/initiativeTemplateService.ts:184; SQL_UPDATE server/src/services/initiativeTemplateService.ts:302; SQL_DELETE_FROM server/src/services/initiativeTemplateService.ts:372,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_tools,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:5201; SQL_UPDATE server/src/controllers/InitiativeController.ts:5257; SQL_DELETE_FROM server/src/controllers/InitiativeController.ts:5302; SQL_FROM server/src/controllers/InitiativeController.ts:5168; SQL_FROM server/src/routes/portfolioOptimization.routes.ts:247,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_watchers,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.initiative_watchers reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,initiative_wizard_audit_events,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeWizardService.ts:190; SQL_FROM server/src/services/initiative/initiativeWizardService.ts:977,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_wizard_candidates,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeWizardService.ts:763; SQL_UPDATE server/src/services/initiative/initiativeWizardService.ts:996; SQL_FROM server/src/services/initiative/initiativeWizardService.ts:818; SQL_FROM server/src/services/initiative/initiativeWizardService.ts:1010,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiative_wizard_sessions,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/initiative/initiativeWizardService.ts:677; SQL_FROM server/src/services/initiative/initiativeWizardService.ts:715; SQL_FROM server/src/services/initiative/initiativeWizardService.ts:744,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,initiatives,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:825; SQL_INSERT_INTO server/src/controllers/InitiativeController.ts:885; SQL_INSERT_INTO server/src/controllers/ToolController.ts:2719; SQL_INSERT_INTO server/src/routes/assessment-workflow-v2.routes.ts:1416; SQL_INSERT_INTO server/src/routes/economics.routes.ts:1977,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,insight_source_baskets,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/insightSourceBasketService.ts:174; SQL_UPDATE server/src/services/insightSourceBasketService.ts:223; SQL_UPDATE server/src/services/insightSourceBasketService.ts:270; SQL_DELETE_FROM server/src/services/insightSourceBasketService.ts:250; SQL_FROM server/src/services/insightSourceBasketService.ts:141,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,integration_api_keys,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.integration_api_keys; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,integration_audit_log,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/syncHub.routes.ts:72; SQL_INSERT_INTO server/src/routes/v8/sync.routes.ts:134; SQL_INSERT_INTO server/src/routes/v8/sync.routes.ts:722; SQL_INSERT_INTO server/src/routes/v8/sync.routes.ts:2354; SQL_INSERT_INTO server/src/routes/v8/sync.routes.ts:2494,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,integration_connection_events,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/integrationConnectionLogService.ts:74; SQL_FROM server/src/services/integrationConnectionLogService.ts:146; SQL_FROM server/src/services/integrationConnectionLogService.ts:177,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,integration_connectors,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/enterprisePlatformService.ts:28; SQL_UPDATE server/src/services/enterprisePlatformService.ts:93; SQL_UPDATE server/src/services/enterprisePlatformService.ts:109; SQL_DELETE_FROM server/src/services/enterprisePlatformService.ts:101; SQL_FROM server/src/services/enterprisePlatformService.ts:46,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,integration_oauth_tokens,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.integration_oauth_tokens; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,integration_ownership,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/integrationOwnershipService.ts:46; SQL_FROM server/src/routes/adminIntegrations.routes.ts:42; SQL_FROM server/src/routes/adminIntegrations.routes.ts:68; SQL_FROM server/src/routes/adminIntegrations.routes.ts:81; SQL_FROM server/src/routes/adminIntegrations.routes.ts:97,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,integration_providers,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.integration_providers reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,integration_queue,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/enterprisePlatformService.ts:128; SQL_UPDATE server/src/services/enterprisePlatformService.ts:152; SQL_UPDATE server/src/services/enterprisePlatformService.ts:166; SQL_UPDATE server/src/services/enterprisePlatformService.ts:173; SQL_FROM server/src/services/enterprisePlatformService.ts:144,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,integration_secrets,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.integration_secrets; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,integration_sync_log,EXPORT,TASKS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/TaskController.ts:310; SQL_INSERT_INTO server/src/controllers/TaskController.ts:337; SQL_INSERT_INTO server/src/routes/integrations/calendarIntegrations.routes.ts:77; SQL_INSERT_INTO server/src/routes/integrations/calendarIntegrations.routes.ts:102; SQL_INSERT_INTO server/src/routes/integrations/integrations.routes.ts:1186,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""integration_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""integrations""}]}"
public,integration_sync_logs,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/integrationHubService.ts:641; SQL_FROM server/src/services/integrationHubService.ts:652,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,integration_sync_mappings,EXPORT,TASKS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/TaskController.ts:452; SQL_INSERT_INTO server/src/routes/cloud.routes.ts:376; SQL_INSERT_INTO server/src/routes/integrations/integrations.routes.ts:1148; SQL_INSERT_INTO server/src/routes/report-builder.routes.ts:4584; SQL_INSERT_INTO server/src/services/integrationHubService.ts:746,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""integration_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""integrations""}]}"
