atomic_id,table_id,module,surface,area,checkpoint_id,severity,observed,expected,recommendation,evidence_path,verified_status,evidence_gate_status
T23-MENU_1_2_3-M01,T23,Assessment,Reports,MENU_1_2_3,M01,P0,Breadcrumb says Tools / Licensed,Module identity matches Assessment / Reports,Correct module and breadcrumb identity,tables/T23/evidence/T23__assessment-reports__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T23-MENU_1_2_3-M14,T23,Assessment,Reports,MENU_1_2_3,M14,P0,No selection control or Menu 3 exists,Selection activates Menu 3,Add selection and contextual menu,tables/T23/evidence/T23__assessment-reports__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T23-PPM-C12,T23,Assessment,Reports,PPM,C12,P1,160px/28px,Canonical shared graphics,Fix shared component,tables/T23/evidence/T23__assessment-reports__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T23-PREVIEW-P25,T23,Assessment,Reports,PREVIEW,P25,P0,Details is a Property/Value table and finalized-state sentence,Details is 80–140 word prose,Replace with canonical useful summary,tables/T23/evidence/T23__assessment-reports__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T23-PREVIEW-P29,T23,Assessment,Reports,PREVIEW,P29,P1,Source Assessment is loose metadata and No relations is loose text,Canonical Relations block,Use canonical 64px Relations region,tables/T23/evidence/T23__assessment-reports__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T23-TABLE-T08,T23,Assessment,Reports,TABLE,T08,P1,Header is 56px but the row is 64px,Canonical 56px rows,Use canonical body-row height,tables/T23/evidence/T23__assessment-reports__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T23-TABLE-T12,T23,Assessment,Reports,TABLE,T12,P1,Useful columns exist but the selection column is absent,Canonical selection and useful columns,Add standard selection column,tables/T23/evidence/T23__assessment-reports__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-KEBAB-K18,T24,Assessment,Initiatives,KEBAB,K18,P1,160px,Width 220–320px,Use canonical width,tables/T24/evidence/T24__assessment-initiatives__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-KEBAB-K19,T24,Assessment,Initiatives,KEBAB,K19,P1,Five items are 28px,Items h=36px,Use h-9 items,tables/T24/evidence/T24__assessment-initiatives__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-MENU_1_2_3-M01,T24,Assessment,Initiatives,MENU_1_2_3,M01,P0,Breadcrumb says Tools / Licensed,Module identity matches Assessment / Initiatives,Correct navigation identity,tables/T24/evidence/T24__assessment-initiatives__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-MENU_1_2_3-M14,T24,Assessment,Initiatives,MENU_1_2_3,M14,P0,No selection or Menu 3 exists,Selection activates Menu 3,Add standard selection and contextual menu,tables/T24/evidence/T24__assessment-initiatives__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-MENU_1_2_3-M26,T24,Assessment,Initiatives,MENU_1_2_3,M26,P0,Table is clipped by 17px,No clipping at 1280,Fix responsive width,tables/T24/evidence/T24__assessment-initiatives__MENU_1_2_3__base__1280x720__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-PPM-C12,T24,Assessment,Initiatives,PPM,C12,P1,160px/28px,Canonical shared graphics,Fix shared component,tables/T24/evidence/T24__assessment-initiatives__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-PREVIEW-P25,T24,Assessment,Initiatives,PREVIEW,P25,P0,Details is a two-row Property/Value table,Details is 80–140 word prose,Replace with canonical descriptive block,tables/T24/evidence/T24__assessment-initiatives__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-PREVIEW-P29,T24,Assessment,Initiatives,PREVIEW,P29,P1,Loose No relations text,Canonical Relations block,Render canonical empty state,tables/T24/evidence/T24__assessment-initiatives__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-TABLE-T01,T24,Assessment,Initiatives,TABLE,T01,P0,Table right edge is x=1297 at 1280 while document scrollWidth remains 1280,Fit or usable overflow,Fit columns or expose reachable horizontal overflow,tables/T24/evidence/T24__assessment-initiatives__MENU_1_2_3__base__1280x720__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T24-TABLE-T12,T24,Assessment,Initiatives,TABLE,T12,P1,Useful columns exist but selection is absent,Canonical selection and useful columns,Add standard selection column,tables/T24/evidence/T24__assessment-initiatives__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T25-KEBAB-K18,T25,Initiatives,Portfolio,KEBAB,K18,P1,160px,Width 220–320px,Use canonical width,tables/T25/evidence/T25__initiatives-portfolio__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T25-KEBAB-K19,T25,Initiatives,Portfolio,KEBAB,K19,P1,Four items are 28px and Archive is 46px,Items h=36px,Use consistent h-9 items,tables/T25/evidence/T25__initiatives-portfolio__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T25-KEBAB-K20,T25,Initiatives,Portfolio,KEBAB,K20,P1,Archive adds Finish or cancel it first,Disabled actions remain visible and lighter without commentary,Remove explanatory subline and retain muted disabled state,tables/T25/evidence/T25__initiatives-portfolio__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T25-PPM-C12,T25,Initiatives,Portfolio,PPM,C12,P1,PPM inherits 160px and 28/46px items,Canonical shared graphics,Fix shared component,tables/T25/evidence/T25__initiatives-portfolio__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T25-PREVIEW-P25,T25,Initiatives,Portfolio,PREVIEW,P25,P1,About 14 words,Details 80–140 words,Expand useful initiative context,tables/T25/evidence/T25__initiatives-portfolio__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T25-PREVIEW-P29,T25,Initiatives,Portfolio,PREVIEW,P29,P1,Interview Insight is a loose button without standard region,Canonical Relations block,Use canonical 64px Relations block,tables/T25/evidence/T25__initiatives-portfolio__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T26-KEBAB-K01,T26,Initiatives,Analysis,KEBAB,K01,P0,No row-action trigger exists,Each row exposes kebab,Implement kebab,tables/T26/evidence/T26__initiatives-analysis__KEBAB__unavailable-no-row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T26-MENU_1_2_3-M14,T26,Initiatives,Analysis,MENU_1_2_3,M14,P0,No selection controls or Menu 3 exist,Selection activates Menu 3,Add selection and contextual bulk bar,tables/T26/evidence/T26__initiatives-analysis__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T26-PPM-C01,T26,Initiatives,Analysis,PPM,C01,P0,Right-click produces no menu,Right-click opens context menu,Implement PPM with kebab parity,tables/T26/evidence/T26__initiatives-analysis__PPM__unavailable-row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T26-PREVIEW-P01,T26,Initiatives,Analysis,PREVIEW,P01,P0,Clicking the person row does nothing,Single click opens row preview,Implement canonical preview,tables/T26/evidence/T26__initiatives-analysis__PREVIEW__unavailable-row-click__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T26-TABLE-T03,T26,Initiatives,Analysis,TABLE,T03,P0,Four KPI cards and a separate Team workload section precede the table,A reported table-list surface contains the table and its controls only,Remove non-table analytical cards from this list surface or reclassify the screen,tables/T26/evidence/T26__initiatives-analysis__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T26-TABLE-T08,T26,Initiatives,Analysis,TABLE,T08,P1,Header is about 40.5px and body row is 57px,Canonical 56px rows,Normalize header and body rhythm,tables/T26/evidence/T26__initiatives-analysis__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T26-TABLE-T12,T26,Initiatives,Analysis,TABLE,T12,P0,Table has neither selection nor row actions,Canonical list structure with selection and row actions,Add standard list interaction columns,tables/T26/evidence/T26__initiatives-analysis__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T27-KEBAB-K01,T27,Initiatives,Observability,KEBAB,K01,P0,No row or kebab exists,Rows expose kebab,Implement contextual kebab,tables/T27/evidence/T27__initiatives-observability__KEBAB__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T27-MENU_1_2_3-M14,T27,Initiatives,Observability,MENU_1_2_3,M14,P0,No table selection or Menu 3 exists,Selection activates Menu 3,Add selection and contextual menu,tables/T27/evidence/T27__initiatives-observability__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T27-PPM-C01,T27,Initiatives,Observability,PPM,C01,P0,No row or context menu exists,Rows expose PPM,Implement PPM parity,tables/T27/evidence/T27__initiatives-observability__PPM__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T27-PREVIEW-P01,T27,Initiatives,Observability,PREVIEW,P01,P0,No rows or preview exist,Row opens preview,Implement preview with the table,tables/T27/evidence/T27__initiatives-observability__PREVIEW__unavailable-no-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T27-TABLE-T00,T27,Initiatives,Observability,TABLE,T00,P0,"No table exists; funnel KPIs, status/source summaries, cycle-time cards and lineage selector replace it",Observability is a canonical list table,Build the reported Observability table and relocate analytical widgets,tables/T27/evidence/T27__initiatives-observability__TABLE__dashboard-instead-of-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T28-KEBAB-K01,T28,Initiatives,Candidates,KEBAB,K01,P0,No rows or kebab,Rows expose kebab,Implement kebab,tables/T28/evidence/T28__initiatives-candidates__KEBAB__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T28-MENU_1_2_3-M14,T28,Initiatives,Candidates,MENU_1_2_3,M14,P0,No table selection or Menu 3,Selection activates Menu 3,Add canonical selection and bulk bar,tables/T28/evidence/T28__initiatives-candidates__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T28-PPM-C01,T28,Initiatives,Candidates,PPM,C01,P0,No rows or PPM,Rows expose PPM,Implement PPM parity,tables/T28/evidence/T28__initiatives-candidates__PPM__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T28-PREVIEW-P01,T28,Initiatives,Candidates,PREVIEW,P01,P0,No table or preview exists,Row preview exists,Implement preview for candidate rows,tables/T28/evidence/T28__initiatives-candidates__PREVIEW__unavailable-no-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T28-TABLE-T00,T28,Initiatives,Candidates,TABLE,T00,P0,A bespoke AI candidates card and Scan discovery empty state replace the table,Candidates is a canonical table even when empty,Render canonical empty table with headers and controls,tables/T28/evidence/T28__initiatives-candidates__TABLE__empty-card-instead-of-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T29-KEBAB-K01,T29,Initiatives,Portfolio health,KEBAB,K01,P0,No rows or kebab,Rows expose kebab,Implement kebab,tables/T29/evidence/T29__initiatives-portfolio-health__KEBAB__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T29-MENU_1_2_3-M14,T29,Initiatives,Portfolio health,MENU_1_2_3,M14,P0,No table selection or Menu 3,Selection activates Menu 3,Add selection and contextual menu,tables/T29/evidence/T29__initiatives-portfolio-health__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T29-PPM-C01,T29,Initiatives,Portfolio health,PPM,C01,P0,No rows or PPM,Rows expose PPM,Implement PPM parity,tables/T29/evidence/T29__initiatives-portfolio-health__PPM__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T29-PREVIEW-P01,T29,Initiatives,Portfolio health,PREVIEW,P01,P0,No rows or preview exist,Row opens preview,Implement preview with table,tables/T29/evidence/T29__initiatives-portfolio-health__PREVIEW__unavailable-no-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T29-TABLE-T00,T29,Initiatives,Portfolio health,TABLE,T00,P0,"No table exists; KPI cards, coverage maps, matrices, status summaries and duplicate clusters replace it",Portfolio health is a canonical list table,Build the reported table and relocate analytical widgets,tables/T29/evidence/T29__initiatives-portfolio-health__TABLE__dashboard-instead-of-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T30-KEBAB-K01,T30,Initiatives,Goals,KEBAB,K01,P0,No test row or action trigger,Rows expose kebab,Provide row and kebab,tables/T30/evidence/T30__initiatives-goals__KEBAB__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T30-MENU_1_2_3-M14,T30,Initiatives,Goals,MENU_1_2_3,M14,P0,Selection is absent and Menu 3 cannot be tested,Selection activates Menu 3,Add canonical selection/bulk bar,tables/T30/evidence/T30__initiatives-goals__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T30-PPM-C01,T30,Initiatives,Goals,PPM,C01,P0,No test row or context target,Rows expose PPM,Provide row and PPM parity,tables/T30/evidence/T30__initiatives-goals__PPM__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T30-PREVIEW-P01,T30,Initiatives,Goals,PREVIEW,P01,P0,No test rows; preview cannot be invoked,Goal row opens preview,Provide test row and canonical preview,tables/T30/evidence/T30__initiatives-goals__PREVIEW__unavailable-no-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T30-TABLE-T03,T30,Initiatives,Goals,TABLE,T03,P0,Three KPI cards sit above the table,Table-list contains table and controls only,Remove/relocate KPI cards from the table list,tables/T30/evidence/T30__initiatives-goals__TABLE__empty-with-kpi-cards__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T30-TABLE-T08,T30,Initiatives,Goals,TABLE,T08,P1,Header is 40.5px and empty-state row expands to 198px,Canonical 56px header and empty row,Use canonical header and bounded empty-state row,tables/T30/evidence/T30__initiatives-goals__TABLE__empty-with-kpi-cards__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T30-TABLE-T12,T30,Initiatives,Goals,TABLE,T12,P0,No selection or action columns exist,Canonical selection and action structure remains visible in empty state,Add standard columns and test data,tables/T30/evidence/T30__initiatives-goals__TABLE__empty-with-kpi-cards__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T31-KEBAB-K01,T31,Execution,Dashboard,KEBAB,K01,P0,No kebab exists,Every canonical row has a kebab,Implement row action menu,tables/T31/evidence/T31__execution-dashboard__KEBAB__unavailable-no-row-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T31-MENU_1_2_3-M14,T31,Execution,Dashboard,MENU_1_2_3,M14,P0,No row selection exists,Selection activates Menu 3,Implement canonical selection menu,tables/T31/evidence/T31__execution-dashboard__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T31-PPM-C01,T31,Execution,Dashboard,PPM,C01,P0,No canonical row context surface exists,Right click opens row context menu,Implement PPM using the same action model,tables/T31/evidence/T31__execution-dashboard__PPM__unavailable-no-row-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T31-PREVIEW-P01,T31,Execution,Dashboard,PREVIEW,P01,P0,No auditable canonical row interaction,Row click opens preview,Implement canonical table rows and preview,tables/T31/evidence/T31__execution-dashboard__PREVIEW__unavailable-no-row-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T31-TABLE-T03,T31,Execution,Dashboard,TABLE,T03,P0,The only table has neither selection nor action column,Rows support selection and row actions,Add canonical selection and row action surfaces,tables/T31/evidence/T31__execution-dashboard__TABLE__mixed-dashboard-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T31-TABLE-T13,T31,Execution,Dashboard,TABLE,T13,P0,"Manager cockpit KPI cards, risk and milestone panels surround a small four-column table",Registered table area contains only a canonical table,Replace the dashboard composition with the registered canonical table,tables/T31/evidence/T31__execution-dashboard__TABLE__mixed-dashboard-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T32-KEBAB-K18,T32,Execution,Summary,KEBAB,K18,P1,Compact legacy menu geometry is used,Menu width 220–320px and items 36px,Use canonical shared menu geometry,tables/T32/evidence/T32__execution-summary__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T32-MENU_1_2_3-M16,T32,Execution,Summary,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add the X icon,tables/T32/evidence/T32__execution-summary__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T32-PPM-C12,T32,Execution,Summary,PPM,C12,P1,PPM inherits compact legacy geometry,Canonical shared graphics,Fix shared component,tables/T32/evidence/T32__execution-summary__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T32-PREVIEW-P25,T32,Execution,Summary,PREVIEW,P25,P1,Details reports about 11 words and No description,Details contains 80–140 useful words,Generate useful contextual description,tables/T32/evidence/T32__execution-summary__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T32-PREVIEW-P29,T32,Execution,Summary,PREVIEW,P29,P1,Loose No relations text,Canonical Relations block,Render canonical relations empty state,tables/T32/evidence/T32__execution-summary__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T32-TABLE-T13,T32,Execution,Summary,TABLE,T13,P0,EVM prediction and what-if simulation panels precede the table,Table-list surface contains only table controls and table,Move analytics tools outside the registered table surface,tables/T32/evidence/T32__execution-summary__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T33-KEBAB-K18,T33,Execution,Rollout,KEBAB,K18,P1,Compact legacy geometry,Canonical menu geometry,Use 220–320px width and 36px items,tables/T33/evidence/T33__execution-rollout__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T33-MENU_1_2_3-M16,T33,Execution,Rollout,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T33/evidence/T33__execution-rollout__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T33-PPM-C12,T33,Execution,Rollout,PPM,C12,P1,Compact legacy geometry,Canonical graphics,Fix shared component,tables/T33/evidence/T33__execution-rollout__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T33-PREVIEW-P25,T33,Execution,Rollout,PREVIEW,P25,P1,Same about-11-word Summary preview is reused,Details contains 80–140 useful words,Provide Rollout-specific preview content,tables/T33/evidence/T33__execution-rollout__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T33-PREVIEW-P29,T33,Execution,Rollout,PREVIEW,P29,P1,Loose No relations text,Canonical Relations block,Render canonical relations block,tables/T33/evidence/T33__execution-rollout__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T33-TABLE-T13,T33,Execution,Rollout,TABLE,T13,P0,Rollout resolves to the same EVM and what-if composition as Summary,Rollout table surface contains only table controls and table,Separate Rollout and remove analytics panels from its table view,tables/T33/evidence/T33__execution-rollout__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T33-TABLE-T14,T33,Execution,Rollout,TABLE,T14,P0,After clicking Rollout the Summary tab remains selected,Selected navigation identifies Rollout,Correct route-to-tab state mapping,tables/T33/evidence/T33__execution-rollout__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T34-KEBAB-K05,T34,Execution,Reporting,KEBAB,K05,P0,Open preview appears twice alongside Open full,Actions are unique and necessary,Remove duplicate and retain minimal actions,tables/T34/evidence/T34__execution-reporting__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T34-KEBAB-K18,T34,Execution,Reporting,KEBAB,K18,P1,Compact legacy menu,Canonical geometry,Use canonical shared geometry,tables/T34/evidence/T34__execution-reporting__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T34-MENU_1_2_3-M16,T34,Execution,Reporting,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T34/evidence/T34__execution-reporting__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T34-PPM-C12,T34,Execution,Reporting,PPM,C12,P1,Compact legacy geometry,Canonical graphics,Fix shared component,tables/T34/evidence/T34__execution-reporting__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T34-PREVIEW-P30,T34,Execution,Reporting,PREVIEW,P30,P1,Report preview expands into a long report canvas with many custom sections and export actions,Preview follows fixed canonical block heights and minimal action set,Map report data into canonical preview blocks and keep contextual primary actions,tables/T34/evidence/T34__execution-reporting__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T35-KEBAB-K01,T35,Execution,Management,KEBAB,K01,P0,No table row,Row kebab exists,Implement row actions,tables/T35/evidence/T35__execution-management__KEBAB__unavailable-no-table-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T35-MENU_1_2_3-M14,T35,Execution,Management,MENU_1_2_3,M14,P0,No row selection,Selection activates Menu 3,Implement canonical selection,tables/T35/evidence/T35__execution-management__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T35-PPM-C01,T35,Execution,Management,PPM,C01,P0,No table row,Row PPM exists,Implement shared context menu,tables/T35/evidence/T35__execution-management__PPM__unavailable-no-table-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T35-PREVIEW-P01,T35,Execution,Management,PREVIEW,P01,P0,No canonical table row,Table row opens preview,Implement after table exists,tables/T35/evidence/T35__execution-management__PREVIEW__unavailable-no-table-row__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T35-TABLE-T13,T35,Execution,Management,TABLE,T13,P0,Benefit list and six dashboard cards replace the table,Registered area provides canonical table,Build the required canonical management table,tables/T35/evidence/T35__execution-management__TABLE__cards-list-instead-of-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T36-KEBAB-K01,T36,Results,KPI Scorecards,KEBAB,K01,P0,No row action,Row kebab exists,Implement minimal row actions,tables/T36/evidence/T36__results-kpi-scorecards__KEBAB__unavailable-no-row-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T36-MENU_1_2_3-M05,T36,Results,KPI Scorecards,MENU_1_2_3,M05,P1,"KPI, ROI and OKR labels include counters",Menu 2 contains names only,Remove counters from navigation,tables/T36/evidence/T36__results-kpi-scorecards__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T36-MENU_1_2_3-M14,T36,Results,KPI Scorecards,MENU_1_2_3,M14,P0,No selection exists,Selection activates Menu 3,Implement canonical selection menu,tables/T36/evidence/T36__results-kpi-scorecards__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T36-PPM-C01,T36,Results,KPI Scorecards,PPM,C01,P0,No context action,Row PPM exists,Implement shared context menu,tables/T36/evidence/T36__results-kpi-scorecards__PPM__unavailable-no-context-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T36-PREVIEW-P01,T36,Results,KPI Scorecards,PREVIEW,P01,P0,Rows are not interactive,Row opens detailed KPI tool preview,Implement KPI detail entry,tables/T36/evidence/T36__results-kpi-scorecards__PREVIEW__unavailable-no-row-interaction__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T36-TABLE-T03,T36,Results,KPI Scorecards,TABLE,T03,P0,No checkbox or action column exists,Rows provide selection and actions,Add canonical row interaction surfaces,tables/T36/evidence/T36__results-kpi-scorecards__TABLE__mixed-summary-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T36-TABLE-T13,T36,Results,KPI Scorecards,TABLE,T13,P0,Summary KPI cards precede a read-only table,KPI registry is a canonical list table only,Keep summary cards outside the table registry,tables/T36/evidence/T36__results-kpi-scorecards__TABLE__mixed-summary-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
