category	file	test	root_cause	first_failure_message
b	tests/acceptance/interview-submit-review-lifecycle.e2e.test.ts	INT-05/INT-06 — immutable submit and manager review lifecycle persists each submission, locks review state, supports send-back/resubmit, and freezes approval	Test oczekuje 409 przed wymaganą kontrolą precondition; runtime zwraca 428.	AssertionError: {"error":"You no longer have access to this organization","code":"ORG_MEMBERSHIP_REVOKED"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/invoice-line-items.e2e.test.ts	InvoiceService — line_items JSON (db74b4dd66 forward-port) createFromStripe() persists a real invoice row (no 42703/42P01) and getInvoice() round-trips line_items	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected null not to be null
d	tests/acceptance/j26-channel2.e2e.test.ts	J26 kanał 2 — Notatnik: AI-replace FRAGMENTU (nie append) replace z _replaceRange podmienia TYLKO wskazany blok, zachowując sąsiadów	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 'Beta middle paragraph' to be 'Beta REVISED paragraph' // Object.is equality
d	tests/acceptance/j26-channel2.e2e.test.ts	J26 kanał 2 — Notatnik: AI-replace FRAGMENTU (nie append) replace BEZ metadanych zachowuje starą semantykę całodokumentową (kompatybilność wsteczna)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 3 to be 1 // Object.is equality
d	tests/acceptance/j26-edit-step.e2e.test.ts	J26 edit_step — rewrite an existing process step in place route accepts the edit_step generatorType (enum wiring)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/j26-edit-step.e2e.test.ts	J26 edit_step — rewrite an existing process step in place rewrites step 2 via updateNodes; adds no node; leaves neighbours untouched	Asercja oczekuje usuniętego pola edit_step w bieżącej odpowiedzi.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/kpi-deviation-concurrency.e2e.test.ts	RES-05 deviation case concurrency coalesces concurrent RED measurements and audits the full governed lifecycle	Test wywołuje wycofany writer Results i dostaje 410.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/m01-p07a-proposal-lifecycle.realdb.test.ts	M01-P07A — proposal lifecycle hardening audit: approve and reject both persist a durable audit_event_id approve persists a non-null audit_event_id, both in the HTTP envelope and in the DB row	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"error":"Canvas proposal approval requires additional capability","code":"CANVAS_PROPOSAL_CAPABILITY_REQUIRED","recoverable":true,"requiredCapability":"canvas.convert.note"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/m01-p07a-proposal-lifecycle.realdb.test.ts	M01-P07A — proposal lifecycle hardening audit: approve and reject both persist a durable audit_event_id reject persists a non-null audit_event_id, both in the HTTP envelope and in the DB row	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of undefined (reading 'status')
d	tests/acceptance/m01-p07a-proposal-lifecycle.realdb.test.ts	M01-P07A — proposal lifecycle hardening CAS: concurrent approve + reject resolve to exactly one durable winner never leaves a corrupted mix — either a real materialized note with status=approved, or status=rejected with target_object_id=null and NO note row	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"error":"Canvas proposal approval requires additional capability","code":"CANVAS_PROPOSAL_CAPABILITY_REQUIRED","recoverable":true,"requiredCapability":"canvas.convert.note"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/m01-p07a-proposal-lifecycle.realdb.test.ts	M01-P07A — proposal lifecycle hardening CAS: concurrent approve + reject resolve to exactly one durable winner a reject after an already-approved proposal is a clean no-op that does NOT clobber the approval	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"error":"Canvas proposal approval requires additional capability","code":"CANVAS_PROPOSAL_CAPABILITY_REQUIRED","recoverable":true,"requiredCapability":"canvas.convert.note"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/m01-p07a-proposal-lifecycle.realdb.test.ts	M01-P07A — proposal lifecycle hardening idempotency: mismatched key reuse is a typed 409, never a silent duplicate or a silent replay reusing a key with a DIFFERENT target returns 409 IDEMPOTENCY_KEY_REUSED and does not touch the original proposal	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"error":"Idempotency key already used for a different target","code":"IDEMPOTENCY_KEY_REUSED","recoverable":true}: expected 409 to be 201 // Object.is equality
d	tests/acceptance/m01-p07a-proposal-lifecycle.realdb.test.ts	M01-P07A — proposal lifecycle hardening idempotency: mismatched key reuse is a typed 409, never a silent duplicate or a silent replay reusing a key with a DIFFERENT payload (same target) returns 409 IDEMPOTENCY_KEY_REUSED	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"error":"Idempotency key already used for a different target","code":"IDEMPOTENCY_KEY_REUSED","recoverable":true}: expected 409 to be 201 // Object.is equality
d	tests/acceptance/m01-p07a-proposal-lifecycle.realdb.test.ts	M01-P07A — proposal lifecycle hardening tenant isolation: a proposal is unreachable and undecidable from outside its organization approve/reject/get from a FOREIGN org all 404 — never leak existence, never mutate	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of undefined (reading 'status')
d	tests/acceptance/m01-p07a-proposal-lifecycle.realdb.test.ts	M01-P07A — proposal lifecycle hardening FIX M01-021 (owner: P07B) — idea-target approve materializes a real my_ideas row approving an idea-target proposal succeeds, creates a real tenant-scoped my_ideas + my_idea_maps row, and a retry reuses it	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"error":"Canvas proposal approval requires additional capability","code":"CANVAS_PROPOSAL_CAPABILITY_REQUIRED","recoverable":true,"requiredCapability":"canvas.convert.idea"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/m01-p07b-teresa-handoff.realdb.test.ts	M01-P07B — Teresa handoff, real Postgres excele — no owner write path, must never fabricate a receipt leaves the proposal rejected with zero teresa_handoff_results rows on real Postgres	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of undefined (reading 'state')
c	tests/acceptance/m01-p07b-teresa-handoff.realdb.test.ts	M01-P07B — Teresa handoff, real Postgres notebook — owner_user_id fix + real receipt on completion forwards the real acting userId and writes exactly one confirmed receipt on real Postgres	Fixture nie materializuje oczekiwanego ownerUserId.	AssertionError: expected undefined to be 'm01-p07b-user-ebab9a87' // Object.is equality
d	tests/acceptance/mf-assessments.e2e.test.ts	Acceptance: /api/mf-assessments schema-drift fix (real runtime) creates via POST /, persists real columns (name/framework), and lists via GET /	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/mf-assessments.e2e.test.ts	Acceptance: /api/mf-assessments schema-drift fix (real runtime) falls back to framework DRD and rejects an invalid framework value gracefully	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of undefined (reading 'framework')
d	tests/acceptance/mgmt-reports-red4.e2e.test.ts	Acceptance: RED #4 — management_reports CHECK + getBasicTaskMetrics AVG(TEXT) odbior--mgmt--TEAM_WEEKLY generation succeeds (was 500 on the CHECK constraint)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 200 // Object.is equality
c	tests/acceptance/mgmt-reports-red4.e2e.test.ts	Acceptance: RED #4 — management_reports CHECK + getBasicTaskMetrics AVG(TEXT) odbior--mgmt--getBasicTaskMetrics returns a numeric avgProgress for a project with tasks	Fixture przekazuje pusty tekst do kolumny integer.	AssertionError: expected NaN to be 2 // Object.is equality
b	tests/acceptance/mw-dec-001-decision-workflow.e2e.test.ts	MW-DEC-001 — Canonical Decision Workflow (real Postgres, real router) FINDING: decision_impacts.is_blocker (INTEGER) vs "is_blocker = TRUE" (boolean literal) is a real Postgres type error, independent of any HTTP call	Test oczekuje odrzucenia operacji, którą bieżący kontrakt dopuszcza.	Error: promise resolved "Result{ command: 'SELECT', …(9) }" instead of rejecting
d	tests/acceptance/mw11-execution-lease.realdb.test.ts	MW-11 durable execution lease and fencing — real PostgreSQL MW11-A concurrency: two executes produce one active owner and one side effect	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/mw11-execution-lease.realdb.test.ts	MW-11 durable execution lease and fencing — real PostgreSQL MW11-B crash before tool: live lease blocks B, expired lease is reclaimed	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be 1 // Object.is equality
d	tests/acceptance/mw11-execution-lease.realdb.test.ts	MW-11 durable execution lease and fencing — real PostgreSQL MW11-C crash after tool: stable operation key lets an idempotent owner suppress replay	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 'planning' to be 'completed' // Object.is equality
d	tests/acceptance/mw11-execution-lease.realdb.test.ts	MW-11 durable execution lease and fencing — real PostgreSQL MW11-D stale-owner fencing: reclaimed worker wins and A cannot persist result	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	Error: expected +0 to be 1 // Object.is equality
d	tests/acceptance/mw11-execution-lease.realdb.test.ts	MW-11 durable execution lease and fencing — real PostgreSQL MW11-E heartbeat: renew blocks takeover and stale token cannot renew after reclaim	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of null (reading 'planId')
d	tests/acceptance/mw11-execution-lease.realdb.test.ts	MW-11 durable execution lease and fencing — real PostgreSQL MW11-F durable read-back: approval actor, payload and result survive a new connection	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 'planning' to be 'awaiting_approval' // Object.is equality
d	tests/acceptance/mw11-execution-lease.realdb.test.ts	MW-11 durable execution lease and fencing — real PostgreSQL MW11-G result-write failure: no terminal success and retry remains recoverable	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	Error: promise resolved "{ …(21) }" instead of rejecting
d	tests/acceptance/notebook-tenant-isolation.e2e.test.ts	MW-08 notebook tenant isolation atomically rejects one of two concurrent autosaves based on the same version	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 200 // Object.is equality
d	tests/acceptance/notebook-tenant-isolation.e2e.test.ts	MW-08 notebook tenant isolation rejects an unparseable expectedUpdatedAt with 400 and never writes — real regression, reproduced against real Postgres	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 400 // Object.is equality
b	tests/acceptance/notebook-tenant-isolation.e2e.test.ts	MW-08 notebook tenant isolation rejects foreign delete and the stored row survives	Test oczekuje 403/404 przed wymaganą kontrolą precondition; runtime zwraca 428.	AssertionError: expected [ 403, 404 ] to include 428
d	tests/acceptance/o1-drd-report-benchmark.e2e.test.ts	O1.4/O1.5 — DRD client report: real route, real Postgres, real engine (no fabrication) GET /api/assessment-reports/:reportId/drd-report?format=json returns a narrated report with the industry benchmark section, engine-exact	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: unexpected status, body={"error":"Report not found"}: expected 404 to be 200 // Object.is equality
c	tests/acceptance/o1-siri-adma-initiatives.e2e.test.ts	O1.8 — SIRI assessment completion auto-creates DRAFT initiatives (real runtime) materializes DRAFT initiatives from SIRI recommendations, linked + back-referenced	Fixture nie spełnia bieżących warunków utworzenia/odczytu inicjatywy.	Error: ASSESSMENT_NOT_FOUND
c	tests/acceptance/o1-siri-adma-initiatives.e2e.test.ts	O1.8 — SIRI assessment completion auto-creates DRAFT initiatives (real runtime) is idempotent — re-completing a SIRI run does not double-create	Fixture nie spełnia bieżących warunków utworzenia/odczytu inicjatywy.	AssertionError: expected +0 to be 2 // Object.is equality
c	tests/acceptance/o1-siri-adma-initiatives.e2e.test.ts	O1.8 — ADMA assessment completion auto-creates DRAFT initiatives (real runtime) materializes DRAFT initiatives from ADMA recommendations, linked + back-referenced	Fixture nie spełnia bieżących warunków utworzenia/odczytu inicjatywy.	Error: ASSESSMENT_NOT_FOUND
c	tests/acceptance/o1-siri-adma-initiatives.e2e.test.ts	O1.8 — keyFindings fallback source materializes initiatives (real runtime) uses keyFindings when nextActions is empty	Fixture nie spełnia bieżących warunków utworzenia/odczytu inicjatywy.	Error: ASSESSMENT_NOT_FOUND
d	tests/acceptance/o25-deck-conclusion.e2e.test.ts	Acceptance O2.5: deck conclusion slide (chat path — generateDeliverable) generates a deck whose unified_json contains a K1→K4 "Wnioski" slide that passes the validator	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/o25-deck-conclusion.e2e.test.ts	Acceptance O2.5: deck conclusion slide (grounded — real initiative/KPI sources) builds a grounded K1→K4 conclusion from initiative + KPI facts (numbers-from-engine holds)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/odbior--awdep--assessment-workflow-dep.e2e.test.ts	RED-C W4 — DEPRECATED /api/assessment-workflow (non -v2) real router + auth + DB GET /:assessmentId/status round-trips the persisted TEXT organization_id after initialize	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/odbior--axis-data-guard.e2e.test.ts	O1 W7 — POST /api/assessment-reports clamps out-of-range axis_data before it ever hits Postgres creates the report successfully (never 500s on corrupt upstream answers — fail-safe by clamping, not rejecting)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: unexpected status, body={"error":"Assessment not found"}: expected 404 to be 201 // Object.is equality
d	tests/acceptance/odbior--axis-data-guard.e2e.test.ts	O1 W7 — POST /api/assessment-reports clamps out-of-range axis_data before it ever hits Postgres the persisted axis_data never contains the raw out-of-range value (100), and the corrupt axis is clamped to its levelCount (7)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: previous test must have created the report: expected null to be truthy
d	tests/acceptance/odbior--cardgate--hard-gate.e2e.test.ts	O7.1 hard gate — realny lejek createInitiative (Postgres :5443) SCENARIUSZ 2: dobra karta → sukces; wiersz istnieje w DB	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/odbior--cardgate--hard-gate.e2e.test.ts	O7.1 hard gate — realny lejek createInitiative (Postgres :5443) SCENARIUSZ 3: walidator rzuca wyjątek → karta PRZECHODZI (fail-open)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/odbior--cardgate--hard-gate.e2e.test.ts	O7.1 hard gate — realny lejek createInitiative (Postgres :5443) SCENARIUSZ 4: zawór OFF → doradczo (filler przechodzi, powstaje wiersz)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
b	tests/acceptance/odbior--deccase--initiative-status-case.e2e.test.ts	DecisionController initiative-status CASE: before (buggy) vs after (fixed) auto-block CASE (-> BLOCKED unless DONE): buggy lowercase literal corrupts EVERY status, including DONE, into lowercase	Fixture używa statusu usuniętego z bieżącego CHECK constraint.	error: new row for relation "initiatives" violates check constraint "initiatives_status_check"
c	tests/acceptance/odbior--ets--ensuretools-no-log-spam.e2e.test.ts	ensureToolsSchema — no 42701 log spam on repeat calls creates two tool_sessions back-to-back and logs zero "already exists" errors on the second	Fixture narzędzia wskazuje nieistniejący zasób i dostaje 404.	AssertionError: expected [ 200, 201 ] to include 403
c	tests/acceptance/odbior--exec3ax--three-axis-live.e2e.test.ts	Execution 3-osi (threeAxisReportService) — real-runtime wiring GET /program-3axis/live computes REAL T/Z/W + SPI-derived scheduleHealth/impactGap/deliveryPromise from seeded Postgres rows	Fixture oczekuje wyniku 50, lecz bieżące dane wejściowe wyliczają 7.7.	AssertionError: expected 7.7 to be close to 50, received difference is 42.3, but expected 0.05
c	tests/acceptance/odbior--fin005--fresh-schema-golden-flow.e2e.test.ts	FIN-005 fresh-schema bootstrap — sanctioned migration path alone is sufficient XLSX golden flow works on a database that only ever ran the sanctioned migration path	Fixture żądania nie spełnia bieżącego kontraktu walidacji Finance i dostaje 400.	AssertionError: expected [ 'pass', 'warnings' ] to include 'needs_review'
c	tests/acceptance/odbior--fin005--fresh-schema-golden-flow.e2e.test.ts	FIN-005 fresh-schema bootstrap — sanctioned migration path alone is sufficient CSV golden flow works on a database that only ever ran the sanctioned migration path	Fixture żądania nie spełnia bieżącego kontraktu walidacji Finance i dostaje 400.	AssertionError: expected [ 'pass', 'warnings' ] to include 'needs_review'
b	tests/acceptance/odbior--ini005--autostart-system-actor.e2e.test.ts	INI-005 auto-start — case 1: SCHEDULED + current approved GO decision + past-due date → EXECUTING via system actor promotes to EXECUTING with audit rows attributed to system:initiative-auto-start	Test oczekuje automatycznego przejścia przez wycofany writer inicjatyw.	AssertionError: expected 'SCHEDULED' to be 'EXECUTING' // Object.is equality
d	tests/acceptance/odbior--ini005--autostart-system-actor.e2e.test.ts	INI-005 auto-start — case 2: SCHEDULED with NO decision row at all → stays SCHEDULED, skipped job counts it under skippedNoGoDecision, zero history rows written	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 0 to be greater than or equal to 1
d	tests/acceptance/odbior--ini005--autostart-system-actor.e2e.test.ts	INI-005 auto-start — case 3: OLD approved decision superseded by NEWER NO-GO → stays SCHEDULED, skipped (decision-currency, auto-start path) the exact rework-cycle scenario the H16 decision-currency fix exists for, proven on the auto-start entry point too	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 0 to be greater than or equal to 1
d	tests/acceptance/odbior--ini005--autostart-system-actor.e2e.test.ts	INI-005 auto-start — case 4: PENDING (not yet decided) decision for the gate → stays SCHEDULED, skipped a decision that exists but is not approved does not satisfy the gate	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 0 to be greater than or equal to 1
b	tests/acceptance/odbior--ini005--autostart-system-actor.e2e.test.ts	INI-005 auto-start — case 5: audit-write failure rolls back the status change (atomicity via the system-actor path) forced initiative_history INSERT failure leaves the initiative UNCHANGED (still SCHEDULED), not partially EXECUTING-with-no-audit	Test oczekuje automatycznego przejścia przez wycofany writer inicjatyw.	AssertionError: expected 0 to be greater than or equal to 1
b	tests/acceptance/odbior--ini005--autostart-system-actor.e2e.test.ts	INI-005 auto-start — case 6: auto-start job racing a live HTTP PATCH on the SAME initiative → exactly one transition, shared row lock across both entry points Promise.all([job, httpPatch]) — exactly one canonical history row, no double-apply	Test oczekuje automatycznego przejścia przez wycofany writer inicjatyw.	AssertionError: expected 'SCHEDULED' to be 'EXECUTING' // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 1) SCHEDULED + approved GO decision + authorized PMO actor -> EXECUTING (200)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 2) DRAFT -> EXECUTING via canonical PATCH is rejected (400 INVALID_TRANSITION)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 3) APPROVED (not SCHEDULED) -> EXECUTING rejected BOTH via canonical PATCH and via /start-execution (core regression proof)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 4) SCHEDULED with NO GOVERNANCE_DECISION_MAKING decision row at all -> 400 GATE_DECISION_REQUIRED	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 5) SCHEDULED with a NO-GO/rejected decision (most recent row) -> 400 GATE_DECISION_REQUIRED	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 6) SCHEDULED: OLD approved decision superseded by a NEWER non-approved decision -> 400 (decision-currency fix — the critical case)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 8) Tenant B token cannot start tenant A initiative (404 — org-scoped SELECT hides it)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 404 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 9) forged organizationId body field / x-organization-id header cannot redirect the transition to a different org	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 10) successful transition: initiatives.status changes + exactly ONE status_history row + ONE history row, matching from/to/actor	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 11) failed transition (400 GATE_DECISION_REQUIRED) writes ZERO new history rows	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 12) same successful request fired twice sequentially: 1st 200, 2nd sees new status -> 400 INVALID_TRANSITION; exactly ONE history row total	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 13) two concurrent requests on the SAME fixture: exactly one succeeds (200), the other gets a deterministic 400 INVALID_TRANSITION; exactly ONE history row (row-lock concurrency proof — run for real, no assumptions)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected [ 403, 403 ] to deeply equal [ 200, 400 ]
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 14) after successful transition, GET execution summary sees the same initiative id (executingCount +1)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 200 // Object.is equality
